WITH X Position from IMU Setpoint (in cm),WITH Velocity Estimate from Encoder (in rad/s),WITHOUT X Position from IMU Setpoint (in cm),WITHOUT Velocity Estimate from Encoder (in rad/s),Time ,,,,,,,,,,
-0.5625,0.73,2.5625,-0.02,0.2021875000,,,,,,,,,,
-0.4375,0.68,2.8125,-0.04,0.2022916667,,,,,,,,,,
-0.3125,0.61,3,-0.03,0.2023958333,,,,,,,,,,
-0.1875,0.58,3.25,0.02,0.2025000000,,,,,,,,,,
0,0.53,3.4375,-0.01,0.2026041667,,,,,,,,,,
0.0625,0.5,3.6875,0,0.2027083333,,,,,,,,,,
0.1875,0.56,3.875,-0.01,0.2028125000,,,,,,,,,,
0.25,0.38,4.0625,-0.02,0.2029166667,,,,,,,,,,
0.375,0.42,4.25,0.01,0.2030208333,,,,,,,,,,
0.5,0.22,4.4375,-0.01,0.2031250000,,,,,,,,,,
0.625,0.17,4.5625,0,0.2032291667,,,,,,,,,,
0.6875,0.14,4.6875,0.04,0.2033333333,,,,,,,,,,
0.8125,0.2,4.875,0.03,0.2034375000,,,,,,,,,,
0.875,0.25,5,0.02,0.2035416667,,,,,,,,,,
0.9375,0.26,5.125,-0.03,0.2036458333,,,,,,,,,,
1,0.22,5.1875,0.03,0.2037500000,,,,,,,,,,
1.125,0.29,5.3125,-0.01,0.2038541667,,,,,,,,,,
1.125,0.24,5.375,0,0.2039583333,,,,,,,,,,
1.1875,0.18,5.4375,-0.03,0.2040625000,,,,,,,,,,
1.1875,0.17,5.4375,0.04,0.2041666667,,,,,,,,,,
1.25,0.13,5.4375,-0.03,0.2042708333,,,,,,,,,,
1.3125,0.13,5.5,-0.03,0.2043750000,,,,,,,,,,
1.3125,0.23,5.4375,-0.02,0.2044791667,,,,,,,,,,
1.3125,0.24,5.4375,0.01,0.2045833333,,,,,,,,,,
1.3125,0.21,5.375,0.04,0.2046875000,,,,,,,,,,
1.3125,0.18,5.375,0,0.2047916667,,,,,,,,,,
1.375,0.35,5.25,0.07,0.2048958333,,,,,,,,,,
1.375,0.28,5.1875,0.01,0.2050000000,,,,,,,,,,
1.3125,0.39,5.0625,0.03,0.2051041667,,,,,,,,,,
1.3125,0.36,4.9375,-0.04,0.2052083333,,,,,,,,,,
1.25,0.19,4.8125,-0.01,0.2053125000,,,,,,,,,,
1.1875,0.1,4.6875,-0.02,0.2054166667,,,,,,,,,,
1.1875,0.18,4.5625,0.02,0.2055208333,,,,,,,,,,
1.125,0.18,4.375,0.02,0.2056250000,,,,,,,,,,
1,0.09,4.1875,-0.03,0.2057291667,,,,,,,,,,
0.875,0,4,-0.02,0.2058333333,,,,,,,,,,
0.8125,-0.05,3.8125,-0.01,0.2059375000,,,,,,,,,,
0.75,0,3.625,0.01,0.2060416667,,,,,,,,,,
0.6875,-0.04,3.375,0.03,0.2061458333,,,,,,,,,,
0.5625,-0.05,3.1875,0.04,0.2062500000,,,,,,,,,,
0.5,-0.04,2.9375,0.04,0.2063541667,,,,,,,,,,
0.4375,-0.05,2.75,-0.02,0.2064583333,,,,,,,,,,
0.3125,-0.07,2.5,0.02,0.2065625000,,,,,,,,,,
0.1875,0,2.3125,-0.01,0.2066666667,,,,,,,,,,
0.0625,-0.03,2.125,0.01,0.2067708333,,,,,,,,,,
0,-0.06,1.875,-0.03,0.2068750000,,,,,,,,,,
-0.125,-0.13,1.6875,-0.01,0.2069791667,,,,,,,,,,
-0.3125,-0.32,1.4375,-0.02,0.2070833333,,,,,,,,,,
-0.375,-0.2,1.25,0,0.2071875000,,,,,,,,,,
-0.4375,-0.08,1.0625,0,0.2072916667,,,,,,,,,,
-0.625,-0.03,0.875,-0.04,0.2073958333,,,,,,,,,,
-0.75,0,0.6875,0.03,0.2075000000,,,,,,,,,,
-0.875,-0.01,0.5,-0.02,0.2076041667,,,,,,,,,,
-0.9375,0,0.3125,-0.05,0.2077083333,,,,,,,,,,
-1,-0.06,0.1875,0,0.2078125000,,,,,,,,,,
-1.0625,0.02,0.0625,-0.03,0.2079166667,,,,,,,,,,
-1.125,-0.1,-0.0625,-0.01,0.2080208333,,,,,,,,,,
-1.25,-0.01,-0.1875,-0.01,0.2081250000,,,,,,,,,,
-1.3125,-0.05,-0.3125,-0.01,0.2082291667,,,,,,,,,,
-1.375,-0.11,-0.4375,-0.01,0.2083333333,,,,,,,,,,
-1.4375,-0.22,-0.5,0.04,0.2084375000,,,,,,,,,,
-1.5,-0.42,-0.5,0.02,0.2085416667,,,,,,,,,,
-1.5625,-0.52,-0.5625,0.05,0.2086458333,,,,,,,,,,
-1.5625,-0.64,-0.5625,0.01,0.2087500000,,,,,,,,,,
-1.625,-0.77,-0.5625,-0.06,0.2088541667,,,,,,,,,,
-1.625,-0.7,-0.5625,-0.01,0.2089583333,,,,,,,,,,
-1.625,-0.76,-0.5625,-0.06,0.2090625000,,,,,,,,,,
-1.6875,-0.73,-0.5,0.03,0.2091666667,,,,,,,,,,
-1.6875,-0.77,-0.5,0.02,0.2092708333,,,,,,,,,,
-1.6875,-0.63,-0.4375,-0.02,0.2093750000,,,,,,,,,,
-1.6875,-0.67,-0.3125,-0.04,0.2094791667,,,,,,,,,,
-1.6875,-0.72,-0.25,0.03,0.2095833333,,,,,,,,,,
-1.6875,-0.76,-0.125,0.04,0.2096875000,,,,,,,,,,
-1.625,-0.52,0,-0.06,0.2097916667,,,,,,,,,,
-1.625,-0.49,0.125,0.01,0.2098958333,,,,,,,,,,
-1.625,-0.52,0.3125,-0.04,0.2100000000,,,,,,,,,,
-1.5625,-0.42,0.4375,0,0.2101041667,,,,,,,,,,
-1.5,-0.42,0.625,0.03,0.2102083333,,,,,,,,,,
-1.4375,-0.27,0.8125,0.01,0.2103125000,,,,,,,,,,
-1.375,-0.13,1,0.08,0.2104166667,,,,,,,,,,
-1.25,-0.02,1.1875,-0.02,0.2105208333,,,,,,,,,,
-1.25,0.07,1.375,0.03,0.2106250000,,,,,,,,,,
-1.25,0.11,1.5625,0,0.2107291667,,,,,,,,,,
-1,,,,0.2108333333,,,,,,,,,,
,,,,0.2109375000,,,,,,,,,,
,,,,0.2110416667,,,,,,,,,,
